falkland_islands,Falkland Islands,,FLK,uk,GEOGRAPHY
faroe_islands,Faroe Islands,,FRO,denmark,GEOGRAPHY
fiji,Fiji,,FJI,oceania,GEOGRAPHY
french_polynesia,French Polynesia,,PYF,france,GEOGRAPHY
french_southern_and_antarctic_lands,French Southern and Antarctic Lands,,ATF,france,GEOGRAPHY
gabon,Gabon,,GAB,africa,GEOGRAPHY
gambia,Gambia,,GMB,africa,GEOGRAPHY
georgia,Georgia,,GEO,europe,GEOGRAPHY
ghana,Ghana,,GHA,africa,GEOGRAPHY
gibraltar,Gibraltar,,GIB,uk,GEOGRAPHY
greenland,Greenland,,GRL,denmark,GEOGRAPHY
grenada,Grenada,,GRD,north_america,GEOGRAPHY
guam,Guam,,GUM,oceania,GEOGRAPHY
guatemala,Guatemala,,GTM,north_america,GEOGRAPHY
guernsey,Guernsey,,GGY,crown_dependency,GEOGRAPHY
guinea,Guinea,,GIN,africa,GEOGRAPHY
guinea_bissau,Guinea-Bissau,,GNB,africa,GEOGRAPHY
guyana,Guyana,,GUY,south_america,GEOGRAPHY
haiti,Haiti,,HTI,north_america,GEOGRAPHY
heard_island_and_mcdoland_islands,Heard Island and McDonald Islands,,HMD,australia,GEOGRAPHY
vatican,Vatican,,,europe,GEOGRAPHY
honduras,Honduras,,HND,north_america,GEOGRAPHY
hong_kong,Hong Kong,,HGK,asia,GEOGRAPHY
iceland,Iceland,,ISL,europe,GEOGRAPHY
india,India,,IND,asia,GEOGRAPHY
sikkim,Sikkim,,,india,GEOGRAPHY
rajasthan,Rajasthan,,,india,GEOGRAPHY
punjab,Punjab,,,india,GEOGRAPHY
puducherry,Puducherry,,,india,GEOGRAPHY
odisha,Odisha,,,india,GEOGRAPHY
nagaland,Nagaland,,,india,GEOGRAPHY
mizoram,Mizoram,,,india,GEOGRAPHY
meghalaya,Meghalaya,,,india,GEOGRAPHY
manipur,Manipur,,,india,GEOGRAPHY
maharashtra,Maharashtra,,,india,GEOGRAPHY
madhya_pradesh,Madhya Pradesh,,,india,GEOGRAPHY
lakshadweep,Lakshadweep,,,india,GEOGRAPHY
kerala,Kerala,,,india,GEOGRAPHY
karnataka,Karnataka,,,india,GEOGRAPHY
west_bengal,West Bengal,,,india,GEOGRAPHY
uttar_pradesh,Uttar Pradesh,,,india,GEOGRAPHY
tripura,Tripura,,,india,GEOGRAPHY
telangana,Telangana,,,india,GEOGRAPHY
tamil_nadu,Tamil Nadu,,,india,GEOGRAPHY
jammu_and_kashmir,Jammu and Kashmir,,,india,GEOGRAPHY
himachal_pradesh,Himachal Pradesh,,,india,GEOGRAPHY
haryana,Haryana,,,india,GEOGRAPHY
gujarat,Gujarat,,,india,GEOGRAPHY
daman_and_diu,Daman and Diu,,,india,GEOGRAPHY
goa,Goa,,,india,GEOGRAPHY
delhi,Delhi,,,india,GEOGRAPHY
dadra_and_nagar_haveli,Dadra and Nagar Haveli,,,india,GEOGRAPHY
chandigarh,Chandigarh,,,india,GEOGRAPHY
bihar,Bihar,,,india,GEOGRAPHY
assam,Assam,,,india,GEOGRAPHY
arunachal_pradesh,Arunachal Pradesh,,,india,GEOGRAPHY
andhra_pradesh,Andhra Pradesh,,,india,GEOGRAPHY
andaman_and_nicobar_islands,Andaman and Nicobar Islands,,,india,GEOGRAPHY
chhattisgarh,Chhattisgarh,,,india,GEOGRAPHY
jharkhand,Jharkhand,,,india,GEOGRAPHY
uttarakhand,Uttarakhand,,,india,GEOGRAPHY
indonesia,Indonesia,,IDN,asia,GEOGRAPHY
iran,Iran,,IRN,asia,GEOGRAPHY
iraq,Iraq,,IRQ,asia,GEOGRAPHY
isle_of_man,Isle of Man,,IMN,crown_dependency,GEOGRAPHY
israel,Israel,,ISR,asia,GEOGRAPHY
jamaica,Jamaica,,JAM,north_america,GEOGRAPHY
japan,Japan,,JPN,asia,GEOGRAPHY
jersey,Jersey,,JEY,crown_dependency,GEOGRAPHY
jordan,Jordan,,JOR,asia,GEOGRAPHY
kazakhstan,Kazakhstan,,KAZ,asia,GEOGRAPHY
kenya,Kenya,,KEN,africa,GEOGRAPHY
kiribati,Kiribati,,KIR,oceania,GEOGRAPHY
democratic_republic_of_korea,Democratic Republic of Korea,,PRK,asia,GEOGRAPHY
south_korea,South Korea,,KOR,asia,GEOGRAPHY
kuwait,Kuwait,,KWT,asia,GEOGRAPHY
kyrgyzstan,Kyrgyzstan,,KGZ,asia,GEOGRAPHY
laos,Lao People's Democratic Republic,,LAO,asia,GEOGRAPHY
lebanon,Lebanon,,LBN,asia,GEOGRAPHY
lesotho,Lesotho,,LSO,africa,GEOGRAPHY
liberia,Liberia,,LBR,africa,GEOGRAPHY
libya,Libya,,LBY,africa,GEOGRAPHY
liechtenstein,Liechtenstein,,LIE,europe,GEOGRAPHY
macao,Macao,,MAC,china,GEOGRAPHY
macedonia,Macedonia,,MKD,europe,GEOGRAPHY
madagascar,Madagascar,,MDG,africa,GEOGRAPHY
malawi,Malawi,,MWI,africa,GEOGRAPHY
malaysia,Malaysia,,MYS,asia,GEOGRAPHY
maldives,Maldives,,MDV,asia,GEOGRAPHY
mali,Mali,,MLI,africa,GEOGRAPHY
marshall_islands,Marshall Islands,,MHL,oceania,GEOGRAPHY
mauritania,Mauritania,,MRT,africa,GEOGRAPHY
mauritius,Mauritius,,MUS,africa,GEOGRAPHY
mexico,Mexico,,MEX,north_america,GEOGRAPHY
micronesia,Micronesia,,FSM,oceania,GEOGRAPHY
moldova,Moldova,,MDA,europe,GEOGRAPHY
monaco,Monaco,,MCO,europe,GEOGRAPHY
mongolia,Mongolia,,MNG,asia,GEOGRAPHY
montenegro,Montenegro,,MNE,europe,GEOGRAPHY
montserrat,Montserrat,,MSR,uk,GEOGRAPHY
morocco,Morocco,,MAR,africa,GEOGRAPHY
mozambique,Mozambique,,MOZ,africa,GEOGRAPHY
myanmar,Myanmar,,MMR,asia,GEOGRAPHY
namibia,Namibia,,NAM,africa,GEOGRAPHY
nauru,Nauru,,NRU,oceania,GEOGRAPHY
nepal,Nepal,,NPL,asia,GEOGRAPHY
new_caledonia,New Caledonia,,NCL,france,GEOGRAPHY
new_zealand,New Zealand,,NZL,oceania,GEOGRAPHY
nicaragua,Nicaragua,,NIC,north_america,GEOGRAPHY
niger,Niger,,NER,africa,GEOGRAPHY
nigeria,Nigeria,,NGA,africa,GEOGRAPHY
niue,Niue,,NIU,oceania,GEOGRAPHY
norfolk_island,Norfolk Island,,NFK,australia,GEOGRAPHY
northern_mariana_islands,Northern Mariana Islands,,MNP,usa,GEOGRAPHY
norway,Norway,,NOR,europe,GEOGRAPHY
oman,Oman,,OMN,asia,GEOGRAPHY
pakistan,Pakistan,,PAK,asia,GEOGRAPHY
palau,Palau,,PLW,oceania,GEOGRAPHY
palestine,Palestine,,PSE,asia,GEOGRAPHY
panama,Panama,,PAN,north_america,GEOGRAPHY
papua_new_guinea,Papua New Guinea,,PNG,oceania,GEOGRAPHY
paraguay,Paraguay,,PRY,south_america,GEOGRAPHY
peru,Peru,,PER,south_america,GEOGRAPHY
philippines,Philippines,,PHL,asia,GEOGRAPHY
pitcairn_islands,Pitcairn Islands,,,oceania,GEOGRAPHY
puerto_rico,Puerto Rico,,PRI,north_america,GEOGRAPHY
qatar,Qatar,,QAT,asia,GEOGRAPHY
russia,Russia,,RUS,asia,GEOGRAPHY
rwanda,Rwanda,,RWA,africa,GEOGRAPHY
saint_barthelemy,Saint Barthélemy,,BLM,north_america,GEOGRAPHY
saint_helena,Saint Helena,,SHN,uk,GEOGRAPHY
saint_kitts_and_nevis,Saint Kitts and Nevis,,KNA,north_america,GEOGRAPHY
saint_lucia,Saint Lucia,,LCA,north_america,GEOGRAPHY
saint_martin,Saint Martin,,MAF,france,GEOGRAPHY
saint_pierre_and_miquelon,Saint Pierre and Miquelon,,SPM,france,GEOGRAPHY
saint_vincent_and_the_grenadines,Saint Vincent and the Grenadines,,VCT,north_america,GEOGRAPHY
samoa,Samoa,,WSM,oceania,GEOGRAPHY
san_marino,San Marino,,SMR,europe,GEOGRAPHY
sao_tome_and_principe,São Tomé and Principe,,STP,africa,GEOGRAPHY
saudi_arabia,Saudi Arabia,,SAU,africa,GEOGRAPHY
senegal,Senegal,,SEN,africa,GEOGRAPHY
serbia,Serbia,,SRB,europe,GEOGRAPHY
seychelles,Seychelles,,SYC,africa,GEOGRAPHY
sierra_leone,Sierra Leone,,SLE,africa,GEOGRAPHY
singapore,Singapore,,SGP,asia,GEOGRAPHY
sint_marteen,Sint Maarten,,SXM,netherlands,GEOGRAPHY
solomon_islands,Solomon Islands,,SLB,oceania,GEOGRAPHY
somalia,Somalia,,SOM,africa,GEOGRAPHY
south_africa,South Africa,,ZAF,africa,GEOGRAPHY
south_georgia_and_the_south_sandwich_islands,South Georgia and the South Sandwich Islands,,SGS,uk,GEOGRAPHY
south_sudan,South Sudan,,SSD,africa,GEOGRAPHY
sri_lanka,Sri Lanka,,LKA,asia,GEOGRAPHY
sudan,Sudan,,SDN,africa,GEOGRAPHY
suriname,Suriname,,SUR,south_america,GEOGRAPHY
swaziland,Swaziland,,,africa,GEOGRAPHY
switzerland,Switzerland,,CHE,europe,GEOGRAPHY
syria,Syria,,SYR,asia,GEOGRAPHY
taiwan,Taiwan,,TWN,asia,GEOGRAPHY
tajikistan,Tajikistan,,TJK,asia,GEOGRAPHY
tanzania,Tanzania,,TZA,africa,GEOGRAPHY
thailand,Thailand,,THA,asia,GEOGRAPHY
timor_lest,Timor-Leste,,TLS,asia,GEOGRAPHY
togo,Togo,,TGO,africa,GEOGRAPHY
tonga,Tonga,,TON,oceania,GEOGRAPHY
trinidad_and_tobago,Trinidad and Tobago,,TTO,south_america,GEOGRAPHY
tunisia,Tunisia,,TUN,africa,GEOGRAPHY
turkey,Turkey,,TUR,asia,GEOGRAPHY
turkmenistan,Turkmenistan,,TKM,asia,GEOGRAPHY
turks_and_caicos_islands,Turks and Caicos Islands,,TCA,uk,GEOGRAPHY
tuvalu,Tuvalu,,TUV,oceania,GEOGRAPHY
uganda,Uganda,,UGA,africa,GEOGRAPHY
ukraine,Ukraine,,UKR,europe,GEOGRAPHY
united_arab_emirates,United Arab Emirates,,ARE,asia,GEOGRAPHY
usa,United States,usa,USA,north_america,GEOGRAPHY
united_states_minor_outlying_islands,United States Minor Outlying Islands,,UMI,usa,GEOGRAPHY
uruguay,Uruguay,,URY,south_america,GEOGRAPHY
uzbekistan,Uzbekistan,,UZB,asia,GEOGRAPHY
vanuatu,Vanuatu,,VUT,oceania,GEOGRAPHY
venezuela,Venezuela,,VEN,south_america,GEOGRAPHY
vietnam,Vietnam,,VNM,asia,GEOGRAPHY
british_virgin_islands,British Virgin Islands,bvi,VGB,uk,GEOGRAPHY
united_states_virgin_islands,United States Virgin Islands,usvi,VIR,usa,GEOGRAPHY
wallis_and_futuna,Wallis and Futuna,,WLF,france,GEOGRAPHY
western_sahara,Western Sahara,,ESH,africa,GEOGRAPHY
yemen,Yemen,,YEM,asia,GEOGRAPHY
zambia,Zambia,,ZMB,africa,GEOGRAPHY
zimbabwe,Zimbabwe,,ZWE,africa,GEOGRAPHY
coral_sea_islands_territory,Coral Sea Islands Territory,,,australia,GEOGRAPHY
republic_of_kosovo,Republic of Kosovo,,,europe,GEOGRAPHY
island,Island,,,global,GEOGRAPHY
future,Future,,,time_period,TIME_PERIOD
historical,Historical,,,time_period,TIME_PERIOD
time_period,Time Period,,,general,TIME_PERIOD
general,General,,,,TOPIC
un,UN,United Nations,,affiliation,TOPIC
erosion,Erosion,,,land,TOPIC
sedimentation,Sedimentation,,,water_quality,TOPIC
commodity,Commodity,commodities,,commerce,TOPIC
plant,Plants,plant,,species,TOPIC
infrastructure,Infrastructure,,,general,TOPIC
natural_infrastructure,Natural Infrastructure,Green Infrastructure,,ecosystem,TOPIC
animal,Animals,animal,,species,TOPIC
explosion,Explosions,Explosion,,disasters,TOPIC
damage,Damages,,,economic,TOPIC
land,Land,Area,,general,TOPIC
extreme_event,Extreme Events,Extreme Event,,climate,TOPIC
conflict,Conflicts,conflict|violence,,society,TOPIC
temperature,Temperature,Temperatures,,climate,TOPIC
exploitation,Exploitation,,,commercial_activity,TOPIC
coast,Coasts,Coast,,land,TOPIC
wetland,Wetlands,Wetland,,land,TOPIC
financial_loss,Financial Loss,Financial Losses,,finance,TOPIC
forest,Forests,Forest|Trees,,general,TOPIC
fire,Fires,Fire,,disasters,TOPIC
deforestation,Deforestation,,,forest,TOPIC
logging,Logging,,,commercial_activity,TOPIC
mangroves,Mangroves,,,forest,TOPIC
trees,Trees,,,forest,TOPIC
forestry,Forestry,,,human_activity,TOPIC
degradation,Degradation,,,forest,TOPIC
forest_cover,Forest Cover,,,forest,TOPIC
intact_forest,Intact Forests,,,forest,TOPIC
water,Water,,,general,TOPIC
drought,Drought,Droughts,,natural_disaster,TOPIC
flood,Floods,Flood,,disasters,TOPIC
sewage,Sewage,,,wastewater,TOPIC
water_extent,Water Extent,Water Extents,,surface_water,TOPIC
water_demand,Water Demand,Water Demands,,water_access,TOPIC
precipitation,Precipitation,rain|rainfall,,climate,TOPIC
water_quality,Water Quality,Water Qualities,,water,TOPIC
water_stress,Water Stress,Water Scarcity,,water_supply,TOPIC
drinking_water,Drinking Water,,,water_access,TOPIC
wastewater,Wastewater,Wastewaters,,water,TOPIC
water_access,Water Access,,,water,TOPIC
dam,Dams,Dam,,energy_infrastructure,TOPIC
river,Rivers,River,,surface_water,TOPIC
lake,Lakes,Lake,,surface_water,TOPIC
ocean,Oceans,Ocean,,general,TOPIC
watershed,Watersheds,Drainage Basins|Watershed,,water,TOPIC
clean_water,Clean Water,,,water_quality,TOPIC
water_conflict,Water Conflicts,Water Conflict,,conflict,TOPIC
harmful_algal_blooms,Harmful Algal Blooms,HABs,,water_quality,TOPIC
ice,Ice,,,snow_and_ice,TOPIC
total_suspended_solids,Total Suspended Solids,,,water_quality,TOPIC
biological_oxygen_demand,Biological Oxygen Demand,,,wastewater,TOPIC
chemical_oxygen_demand,Chemical Oxygen Demand,,,wastewater,TOPIC
nitrogen,Nitrogen,,,nutrients,TOPIC
phosphorus,Phosphorus,,,nutrients,TOPIC
snow,Snow,,,snow_and_ice,TOPIC
eutrophication,Eutrophication,,,water_quality,TOPIC
food_and_agriculture,Food and Agriculture,,,general,TOPIC
hunger,Hunger,,,malnutrition,TOPIC
nutrition,Nutrition,,,health,TOPIC
famine,Famine,Famines,,malnutrition,TOPIC
livestock,Livestock,,,food_and_agriculture,TOPIC
crop,Crops,Crop,,food_and_agriculture,TOPIC
crop_health,Crop Health,,,crop,TOPIC
crop_yield,Crop Yield,,,crop,TOPIC
food_security,Food Security,,,food_and_agriculture,TOPIC
food_supply,Food Supply,,,food_and_agriculture,TOPIC
food_waste,Food Waste,,,food_and_agriculture,TOPIC
malnutrition,Malnutrition,,,health,TOPIC
food_price,Food Price,Food Prices,,food_and_agriculture,TOPIC
agriculture,Agriculture,,,food_and_agriculture,TOPIC
irrigation,Irrigation,,,food_and_agriculture,TOPIC
beef,Beef,,,livestock,TOPIC
lamb,Lamb,,,livestock,TOPIC
aquaculture,Aquaculture,,,food_and_agriculture,TOPIC
maize,Maize,,,crop,TOPIC
fishing,Fishing,,,commercial_activity,TOPIC
fishery,Fishery,,,fishing,TOPIC
seafood,Seafood,,,food_and_agriculture,TOPIC
climate,Climate,,,general,TOPIC
ghg,GHG,greenhouse_gas,,gas,TOPIC
sea_ice,Sea Ice,,,ocean,TOPIC
sea_level,Sea Level,,,ocean,TOPIC
snow_cover,Snow Cover,,,snow,TOPIC
albedo,Albedo,Reflectance,,climate,TOPIC
glacier,Glaciers,,,snow_and_ice,TOPIC
climate_change,Climate Change,,,climate,TOPIC
sea_surface_temperature,Sea Surface Temperature,Sea Surface Temperatures,,ocean,TOPIC
acidification,Acidification,,,ocean,TOPIC
storm,Storm,Storms,,weather,TOPIC
storm_intensity,Storm Intensity,,,storm,TOPIC
biome,Biomes,Biome,,biodiversity,TOPIC
CO2,CO2,Carbon Dioxide,,ghg,TOPIC
ch4,CH4,Methane,,ghg,TOPIC
boreal,Boreal,,,climate_zone,TOPIC
temperate,Temperate,,,climate_zone,TOPIC
tropical,Tropical,,,climate_zone,TOPIC
wind,Wind,Winds,,climate,TOPIC
n2o,N2O,Nitrogeous Oxide,,ghg,TOPIC
thermal_expansion,Thermal Expansion,,,ocean,TOPIC
seasonality,Seasonality,seasons,,climate,TOPIC
energy,Energy,,,general,TOPIC
energy_production,Energy Production,,,energy,TOPIC
energy_efficiency,Energy Efficiency,,,energy,TOPIC
emissions,Emissions,,,climate,TOPIC
renewable_energy,Renewable,Renewables,,energy_production,TOPIC
nonrenewable_energy,Nonrenewable Energy,Nonrenewables,,energy_production,TOPIC
power_plant,Power Plants,Power Plant,,energy_infrastructure,TOPIC
solar_energy,Solar Energy,,,renewable_energy,TOPIC
wind_energy,Wind Energy,,,renewable_energy,TOPIC
geothermal,Geothermal,,,renewable_energy,TOPIC
coal,Coal,,,fuel,TOPIC
natural_gas,Natural Gas,,,fuel,TOPIC
petroleum,Petroleum,Oil,,fuel,TOPIC
nuclear,Nuclear,,,energy_production,TOPIC
radiation,Radiation,,,energy_hazard,TOPIC
energy_hazard,Energy Hazard,Energy Hazards,,energy,TOPIC
oil_refinery,Oil Refinery,Oil Refineries,,energy_infrastructure,TOPIC
thorium,Thorium,,,mineral,TOPIC
hydropower,Hydropower,,,renewable_energy,TOPIC
fuel,Fuel,Fuel,,energy,TOPIC
energy_access,Energy Access,,,energy,TOPIC
power_lines,Power Lines,,,energy_infrastructure,TOPIC
pipelines,Pipelines,,,energy_infrastructure,TOPIC
energy_infrastructure,Energy Infrastructure,,,energy,TOPIC
urbanization,Urbanization,,,urban,TOPIC
roads,Roads,,,infrastructure,TOPIC
urban,Cities,city|urban,,settlements,TOPIC
pollution,Pollution,,,society,TOPIC
public_transportation,Public Transportation,,,transportation,TOPIC
impervious_surface,Impervious Surface,Impervious Surfaces,,land_cover,TOPIC
bus,Buses,Bus,,public_transportation,TOPIC
train,Trains,Rail|Train,,public_transportation,TOPIC
bike,Bikes,Bike,,transportation,TOPIC
car,Cars,Car,,transportation,TOPIC
accessibility,Accessibility,Accessibilities,,urban,TOPIC
greenspace,Greenspace,Greenspace|Parks,,urban,TOPIC
air_quality,Air Quality,Air Qualities,,health,TOPIC
o3,O3,Ozone,,gas,TOPIC
cfc,CFC,Chlorofluorocarbon,,ghg,TOPIC
co,CO,Carbon Monoxide,,ghg,TOPIC
so2,SO2,Sulfur Dioxide,,ghg,TOPIC
waste,Waste,,,urban,TOPIC
heat_island,Heat Islands,Heat Islands,,temperature,TOPIC
disasters,Disasters,Disaster,,general,TOPIC
natural_disaster,Natural Disasters,Natural Disaster,,disasters,TOPIC
earthquake,Earthquakes,Seismic|Earthquake,,natural_disaster,TOPIC
volcano,Volcanoes,Volcano,,natural_disaster,TOPIC
eruption,Eruptions,Eruption,,natural_disaster,TOPIC
cold_wave,Cold Waves,Cold Wave,,extreme_event,TOPIC
heat_wave,Heat Waves,Heat Wave,,extreme_event,TOPIC
landslide,Landslides,Landslide,,natural_disaster,TOPIC
hurricane,Hurricanes,Typhoons|Cyclones|Hurricane,,natural_disaster,TOPIC
tsunami,Tsunamis,Tsunami,,natural_disaster,TOPIC
slope,Slope,,,land,TOPIC
species,Species,,,biodiversity,TOPIC
illegal_activity,Illegal Activity,Illegal Activities,,human_activity,TOPIC
ecosystem,Ecosystems,Ecosystem,,biodiversity,TOPIC
poaching,Poaching,Poaching|Poachers,,commercial_activity,TOPIC
hunting,Hunting,,,human_activity,TOPIC
habitat_loss,Habitat Loss,Habitat Losses,,habitat,TOPIC
ecoregion,Ecoregions,Ecoregion,,ecosystem,TOPIC
habitat,Habitats,Habitat,,ecosystem,TOPIC
endangered,Endangered,,,species,TOPIC
extinction,Extinction,Extinctions,,species,TOPIC
mammal,Mammals,Mammal,,animal,TOPIC
coral_reef,Coral Reefs,Corals|Coral Reef,,reef,TOPIC
amphibian,Amphibians,Amphibian,,animal,TOPIC
reef,Reefs,Reef,,marine_life,TOPIC
bleaching,Bleaching,Bleachings,,coral_reef,TOPIC
marine_life,Marine Life,,,ocean,TOPIC
conservation,Conservation,,,human_activity,TOPIC
restoration,Restoration,,,human_activity,TOPIC
society,Society,People,,general,TOPIC
population,Population,Populations,,society,TOPIC
literacy,Literacy,,,education,TOPIC
school,School,,,infrastructure,TOPIC
education,Education,,,society,TOPIC
political_stability,Political Stability,,,governance,TOPIC
rights,Rights,,,justice,TOPIC
human_rights,Human Rights,,,rights,TOPIC
Indigenous_rights,Indigenous Rights,,,rights,TOPIC
land_rights,Land Rights,,,rights,TOPIC
justice,Justice,Justices,,governance,TOPIC
protest,Protests,Protest,,society,TOPIC
security,Security,,,society,TOPIC
corruption,Corruption,Corruption,,governance,TOPIC
governance,Governance,governments,,society,TOPIC
displaced_people,Displaced People,,,migration,TOPIC
discrimination,Discrimination,,,justice,TOPIC
resilience,Resilience,,,society,TOPIC
vulnerability,Vulnerability,,,society,TOPIC
refugee,Refugee,Refugees|Migrants,,displaced_people,TOPIC
women,Women,female|girls|woman,,gender,TOPIC
