13aa4fe5-a986-4ee0-ae59-058317c53035,Acute Food Insecurity,223b936e-06b8-4970-abd9-4f123904d95d
dabcca67-037c-4d11-afc4-69559edec4dc,Marine and Terrestrial Protected Areas,de452a4c-a55c-464d-9037-8c3e9fe48365
70bc182f-0e3d-42f4-8313-f6fc45416ffc,BirdLife Endemic Bird Areas,7d3465f8-5959-4531-aaf2-c9a8a03183b3
b9383787-e64d-47ec-90f2-9aee77f1db39,Alliance for Zero Extinction (AZE) Endangered Species Habitat Sites (IUCN),93ee443e-cb39-424a-9aa4-1d16af813418
84698937-429c-4141-8752-8d8f36a7e98c,Tiger Conservation Landscapes,20aead6e-fef9-41c7-92c8-ea00edcae077
e35cdf8e-0601-477c-9a0d-8d4874d296a7,Seasonal variability,d9785282-2140-463f-a82d-f7296687055a
d556ab99-3064-4148-9c9f-3e3fb1e0c0f1,Water stress,4b000ded-5f4d-4dbd-83c9-03f2dfcd36db
7c16a991-cd4f-4421-8789-0f8763bc1176,Projected change in Water Stress,4b000ded-5f4d-4dbd-83c9-03f2dfcd36db
17b9bf19-e116-4a22-b71a-fe67ce7fd552,Deforestation Alert System, SAD alerts (Imazon) (pulse),e8f5b4e8-454e-488d-8b4a-b60ad02bce36
cced2654-673e-4e19-baef-671ab6c3c5fb,Fire alerts (pulse),71b81fe0-23fc-4154-8601-ba987381594c
4fb877f5-bf36-402c-b871-c1dd9e54b7d4,Political Boundaries (WRI),134caa0a-21f7-451d-a7fe-30db31a424aa
e1dc5626-c1c2-4d60-a6a9-746a33fe1cb7,Political Boundaries (GADM),098b33df-6871-4e53-a5ff-b56a7d989f9a
5ad0f09b-fab8-4179-8cb4-cebe3c26da7e,Projected Average Annual Precipitation - Lower Emissions (2041-2070),96de2bbb-1f9e-4303-abc8-4e29cc381f3d
2b7d5bca-bdcc-4d75-9901-155eebf9bb8c,News Sources,84d8bc6c-7d1d-4b36-8637-fda03082aaed
64f78c2e-2692-4842-b904-bf6aeb3d9c68,Potential Landslide Areas.,1ed6f37e-0a0c-47a6-830e-2b6d1496b045
190cd277-c260-4dab-b379-5dce53812e59,Volcanoes over the Past 7 days,a119aac3-81c7-4f8f-adb6-cca5449e9b6d
55fce6b6-cd58-40d4-8abe-cca92bbd542d,Floods News Reports,63e29bc8-c341-44a4-bc0e-1d3dc1714c13
763e9347-73f1-48bc-8070-48d4de253412,Current Floods,bbfcf170-5c47-40b0-880d-b04648eba354
b3903012-d19a-4b6a-bac0-56625e900b1c,Earthquakes Over the Past 30 days,f96452ba-28c5-493d-882a-085f89c274e2
b508a5f8-28f2-41c6-b0f7-eac918083062,Conflict and Protest Data for African/Asia States,8d84f6c6-8e7d-410e-a408-cbfb2555b35d
87e59fd6-9270-4591-b7cf-6ce15205fdd7,USGS Mineral Maps,3f35ccf5-a104-4edf-b1ca-4e0bd423615b
0e3457f2-b9b0-4902-bfc9-014e12d8c21a,News Sources (pulse),84d8bc6c-7d1d-4b36-8637-fda03082aaed
33eb5a8a-95a3-43a5-9326-1fc338d6d873,Earthquakes Over the Past 30 days (pulse),f96452ba-28c5-493d-882a-085f89c274e2
7b7e7fcd-879c-4b2c-a24d-19c12fac7619,FAO AQUASTAT Water Institutions,9e9a5c50-b825-4f12-838f-1650943c2be1
efe2fcae-a9c3-4ec6-8004-4029e48cf2a8,Floods by magnitude,a972a30d-f766-4d68-a85d-392538b4ccf9
b2ed67ad-c323-4809-85b1-37caa2f158e9,Baseline Water Stress,5903f1d7-2240-4591-b970-33b32fe3be54
af565e94-75db-4b5e-a052-aa6b6a114b06,Projected water stress,ede84747-0116-45c2-accb-1dfe141c00ff
429c7cdd-1cea-4c40-a8eb-615eb0045a2f,Maximum Water Extent (1984-2015),62494370-3799-4165-838e-0ebaf42804c2
b6e19530-8120-40fc-baeb-a545b32556ae,State Fragility Index,42de3f98-ba1c-4572-a227-2e18d45239a5
7c334205-2a0c-4d24-8454-244c2990dc30,Ranking of Countries by Civil Liberties/Freedom in the World. Freedom House,4c9190e9-205b-4ff8-83dd-ee08cd63a04c
7a46cc6f-a54d-4385-be60-46a18c437a3b,All Crops,b7bf012f-4b8b-4478-b5c9-6af3075ca1e4
ae5cd7f2-f4fe-49f3-8abe-95022f976416,Custom weights layer,09cb6164-2346-4e2d-b628-8c189e08cae9
b43325a0-b9f1-4eda-b457-f1cadf9fadd2,Global grey water footprint and Water Pollution Levels (WPL) related to anthropogenic Nitrogen loads to fresh water at 5 × 5 arc minute grid scale (2002-2010),bbadb233-84ea-4ae1-893f-deba67f1d5de
1bf4d41e-907a-4961-b8ec-c4e1b5323e1c,Water Occurrence (1985-2015),d78cf412-946d-4e27-8bc5-ebbd98454e1f
83b9c999-22f3-4413-9793-5eb806630117,Projected change in seasonal variability,d9785282-2140-463f-a82d-f7296687055a
e62ec14d-b959-44f3-8fac-1e3af53fc4d1,Global Reservoir and Dam GRanD (SEDAC, GWSP, CIESIN),4ae27a6c-df56-43ca-a937-e349c6a9a826
ce8527ef-e99c-4d4f-aed5-2007ad5cddc2,Water Transitions (first year to last year),2956273b-4271-44b5-9067-4ee0c106ec94
3fd23ed2-9c18-4292-aae4-0faced181980,Annual Water Recurrence (1984-2015),3f4b9be7-e000-41aa-bde2-83b9b13c8e35
a120994a-594f-47cb-9db3-32795d85ad52,Water Seasonality (2014-2015),ec730070-b187-4221-a4e5-af6de7c854b7
3f8333f2-b397-4950-8e8e-a0507f203bc1,Water Occurrence Change Intensity (1984-1999 and 2000-2015),8ecf07f5-3cae-4275-adfe-918d04439a1a
eb9cfaa2-6ca0-42dc-82e5-6a46455a3375,Political Boundaries,134caa0a-21f7-451d-a7fe-30db31a424aa
63d8db35-a8ff-4fc1-bb9d-89911853dc36,Biodiversity hot spots,4458eb12-8572-45d1-bf07-d5a3ee097021
99d66799-cce3-47f6-a7c2-9273321d7d0f,Land Rights Data,3ac5a895-b8ab-4480-b7eb-0fbb452ea76f
27f76272-496f-43f8-b4cb-8545ccfca6d1,Global Distribution of Infant Mortality- Proxy for Poverty (SEDAC),ab806854-3c33-4008-a38d-a2bc71a8fc2c
87e294b1-80fe-4ddc-baac-d2e2e28d9894,Country mask,e844accd-9e65-414b-84e7-efc5bd65aa17
0f6cccf6-d14f-4c5e-9606-3a6ff372b08d,Most and least polluting countries in 2011,1170030b-9725-4bfe-8fb4-1b0eb81020d2
a180e159-ece6-4a23-9a14-eafcaf19a35e,Conflict and Protest Data for African/Asia States (pulse),8d84f6c6-8e7d-410e-a408-cbfb2555b35d
855a05d1-4af2-4f74-8982-6b74153bc327,Current Floods (pulse),bbfcf170-5c47-40b0-880d-b04648eba354
d936031f-51fa-45d8-b945-b52175106fc3,Floods News Reports (pulse),63e29bc8-c341-44a4-bc0e-1d3dc1714c13
667ae321-649e-4caa-b761-35e370c776b0,Volcanoes over the Past 7 days (pulse),a119aac3-81c7-4f8f-adb6-cca5449e9b6d
3a6c18d8-bc56-418f-a390-e559f269d9c5,Potential Landslide Areas,1ed6f37e-0a0c-47a6-830e-2b6d1496b045
cbb309b7-1df1-4638-b821-48db53053d38,Intact Forest Landscapes (pulse),71b81fe0-23fc-4154-8601-ba987381594c
dafbd1be-3dee-4d07-afa0-554908177246,Intact Forest Landscapes,71b81fe0-23fc-4154-8601-ba987381594c
6f1f8b5d-a6ba-436f-a7bf-b6812d0f3a20,Drought Monitor (pulse),32213dbc-2ec1-4579-a9c8-21afa2793bb6
0d1c2b6d-6ee3-43af-9474-f3240c648d1f,Drought Monitor,32213dbc-2ec1-4579-a9c8-21afa2793bb6
255cf15f-39c1-46d2-ba82-59540133e4d1,Mangrove Forests,8ab2606d-1b1c-4b71-ab29-c6e0a687e9fd
4d84ab8f-2625-4283-8474-617770604f93,Estimated C02 emission,d02df2f6-d80c-4274-bb6f-f062061655c4
b084f0c7-6234-4c90-b9d9-003719b3b627,Protected Areas,de452a4c-a55c-464d-9037-8c3e9fe48365
200caea1-5d6d-4aab-ab28-5bff2365cb5b,Fire alerts,20cc5eca-8c63-4c41-8e8e-134dcf1e6d76
ee28328a-2bd2-4995-834d-5db04f3e4574,Worldwide emission by type in 2011,be9c6c51-6e7c-41e8-b06f-86e5035f33d8
bd559740-6328-411c-8610-2ab6ccadf92c,Population in South Africa,bd47397c-b714-4ced-9fe9-d20b0b353e3f
d21541f4-ef0b-48bb-8e3c-ea88a9d35c13,Water transitions,1c56e5c4-f617-4570-90dd-20724ea674b1
17f877b8-8273-4db0-9a5b-7c581cc1795f,Water basins from South Africa,ee2c5877-f212-4eb4-a63a-a82ba7e4e168
9eeecd87-8ac2-4b7f-85e1-34fa16b0f882,World price,d16c518b-70c5-4381-911a-a1784ed402bf
2d0cef39-d2cd-423c-973c-16a049aa71af,Projected Change in Number of Days Over 95ºF,48f596dc-561e-473b-a4b2-c40f44800cbd
a37ce228-235d-4790-ba4d-d91cc764a400,Projected Increases in the Number of Days over 90 ºF - Higher Emissions,119506b3-c5a3-423d-8050-d99f15f12457
76224de7-af33-4b5b-bf52-8a90c7b39275,Projected Increases in the Number of Days over 90 ºF - Lower Emissions,2223f9c9-1acf-4e37-b807-f4b7063b47b1
6be490f0-15bb-4ddd-9aa7-1ae97cec4feb,Projected Increases in the Number of Days over 90 ºF - Historical,8ed34061-7996-41fd-8a8e-3f9458fa6cf5
d9c4990e-9bdc-421a-9d08-aa8b9eafe4ca,USGS Land Cover - Canopy (2011) -- U.S.,13f2fe37-767f-457d-a31e-1deff3fe7b54
7823d7dd-725b-43cc-b5ac-09d9f7e5e3d3,Border Crossings -- U.S.,cd61ff9a-a32e-4f94-b23a-4d9112bd532b
83305c5a-1bf7-4a3d-bab8-71b0b73fb83c,Airports -- U.S.,99b5448e-ad2e-4817-b3b3-c7c2669cf6e0
2d51bf33-ddc4-4e7d-904d-ba3f82f2ff0b,Coastal Flood Hazard,08ff8183-48dc-457a-8924-bb4e7a87b8a8
072ecc51-03ec-4e84-b4fd-40273ddf96d2,Modified Palmer Drought Severity Index -- CONUS,509653ba-750f-470d-83eb-63ec1e703c57
a009804a-c8d6-4d72-8140-0fa4acff074a,12-Month Standardized Precipitation Index -- CONUS,68020316-af11-4457-af6a-2df3c56fe63a
77a7d10b-4ec8-4411-b324-99df1473a54a,Palmer Drought Severity Index -- CONUS,a3cae796-8dba-43b7-acb6-3a59acf29ccc
e5d77e36-8f1c-4054-a11d-66925ec8632c,Palmer Hydrological Drought Index -- CONUS,c2d68582-09a8-4751-a6a1-431961599025
f1db1c91-2aa5-4840-b9fa-9930c1c04e48,Palmer Hydrological Drought Index -- U.S. (Divisional),c7ad5f60-83ec-4e9b-a58e-761823b10770
3fe1e76c-e017-44c2-9d3a-c95558e48d59,USGS Land Cover - Impervious Surface (2001) -- U.S. (Alaska),981bcddf-1f9d-4a1b-8b9a-0f95a1942bc9
f972c36e-e028-41d8-9961-bca38cd45e2d,WUSGS Land Cover - Impervious Surface (2001) -- U.S. (Alaska),0c630feb-8146-4fcc-a9be-be5adcb731c8
1e38ec0d-b4eb-40fa-bd8a-965545b04d3f,USGS Land Cover - Impervious Surface (2001) -- U.S. (Puerto Rico),10c28593-cae1-4e8d-9157-f4a393651568
b5877ec9-0b3b-4b40-846a-5bb6437e75cd,USGS Land Cover - Impervious Surface (2001) -- U.S. (Hawaii),2912c812-43e5-445a-a078-d722f617528e
65154167-baa0-4044-a878-589c4e405469,USGS Land Cover - Impervious Surface (2001) -- U.S.,714e30c6-a8df-41f5-bb67-cfc09a0a4347
506d6eaa-b03a-42de-acd3-184d764398f4,USGS Land Cover - Impervious Surface (2006) -- U.S.,a1e408ef-d8b9-406a-a5f5-6ee5d2368142
74782993-f22d-438a-90ab-1048c49ddc1e,USGS Land Cover - Impervious Surface (2011) -- U.S. (Alaska),d0283c7b-b40f-40cd-aae6-21886defe9d8
a6602cbe-8fa4-459a-84a8-14306c4816ce,USGS Land Cover - Impervious Surface (2011) -- U.S.,836f543d-88d4-4e39-b0a3-9ee71633726f
a42bc761-ea4a-4dff-b309-6c07226b635a,USGS Land Cover - Canopy (2001) -- U.S. (Alaska),4f3caa64-9a3a-41f9-9bc2-c2d352ffe2b1
f67a6fd4-4cab-4858-b26d-183a684e71e7,Hourly Climate Normals,7f684e43-2cdb-408d-a4c2-5a86da42be05
c1f3ca2c-7008-4977-b2f8-7f7b2fd269cd,Maritime Limits and Boundaries -- U.S.,605f36d1-ca43-4335-8453-36fc65eef794
b747da47-247c-4da8-8337-b4e05b46a0b0,Dams -- U.S.,c188cfb1-9156-41f1-a163-b05354ca9138
f73829b4-cf3f-41f1-a12c-e9f8a8e2e514,Coastal Tribal Lands -- U.S,3c542216-9840-45ec-803d-7df977302099
2711fe96-0463-45b8-a35c-1152eb4c0684,Hurricane Tracks (Cat 3-5 Hurricanes Small Scale),303bd52b-020f-4744-87c5-8da38fffd738
a1970634-2d18-48dc-9b4f-c2d61195f083,USGS Land Cover -- U.S. (2011),cdb17f19-b705-4fde-bf06-803033e2b3c0
cae073e6-f303-423c-b2bd-20ac3b8ace45,USGS Land Cover -- U.S. (Alaska),a9514e98-882c-4a6b-bb78-e91a7f83d073
03f0ce68-66aa-4fa6-ba21-0297edf5988c,Precipitation Data -- Hourly,d3c8ecc1-069c-4d6e-bb30-a5ec8fcec3b5
3ee5951b-8a98-4529-810e-ff1a625b4477,Precipitation Data - 15 minutes,f181444d-10d1-40dd-a053-761904b8a67a
29813df1-6e8d-4796-8dec-f7596cf87171,Travel Monitoring Analysis System (TMAS) (National),dc693033-e4e7-4292-bd4a-75110a781237
73532d21-b3f2-4ab4-8476-e0bf9bb1c492,Social Vulnerability Index (SoVI) -- U.S. (Wisconsin) ,430e4e39-7dce-4fb4-8cbb-de63644beb6c
a17a88eb-7c82-4f2d-9942-dc31e1bceb10,Social Vulnerability Index (SoVI) -- U.S. (Washington) ,5b6c0fc7-4e37-4da6-b889-0cfe4ef04753
a8fdad3c-2111-46b8-878d-09bd659653a1,Social Vulnerability Index (SoVI) -- U.S. (Virginia) ,c507e111-33cf-48d2-bbaa-ab00fac98f73
68136103-adfe-44ac-9cdb-bf2f8bbb26cb,Social Vulnerability Index (SoVI) -- U.S. (Texas),3d7c453e-1a2e-4a92-8676-995331ca685d
72071f81-f869-4a72-bfe7-c549d12b0974,Social Vulnerability Index (SoVI) - South Carolina,e5bfea74-2e66-4734-a7ef-bf1ba9d1a33e
649e57a8-d346-48c1-bb6f-9ab87dab05e6,Social Vulnerability Index (SoVI) -- U.S. (Rhode Island),f9d66bcc-4e1b-4c13-9df6-ebaaa5068222
822170ab-88e3-4b9a-a152-367f02ae02b8,Social Vulnerability Index (SoVI) -- U.S. (Pennsylvania),23c8646a-8187-4346-8ead-6956287af733
30e98b1d-ecb2-4fa6-b560-5b4b92cabee0,Social Vulnerability Index (SoVI) -- U.S. (Oregon),4153f918-5bf3-40f0-8bc5-3385afb6a41e
2fcb840d-444b-415f-b677-d058e905b0b6,Social Vulnerability Index (SoVI) -- U.S. (Ohio),33b57497-6b41-4315-8908-3865c86f4008
f94924fb-66ee-41d9-a27f-ac7f747d4de9,Social Vulnerability Index (SoVI) -- U.S. (New York),d239c23c-e88a-4569-a9cf-56ad019118f9
3c08012b-415d-41ec-a969-dd35c851ef79,Social Vulnerability Index (SoVI) -- U.S. (New Jersey),c3613373-cc3f-4b28-a7b1-81c4ce98665e
b4581244-3fc1-40dc-87bd-40adadc03a2e,Social Vulnerability Index (SoVI) -- U.S. (New Hampshire),0706f039-b929-453e-b154-7392123ae99e
812b9eff-1fe3-4685-9bea-75ee61664134,Social Vulnerability Index (SoVI) -- U.S. (North Carolina),6cc753bb-ba51-4959-bfe4-e0a270252ac2
65cf8dad-e999-4be4-b9bb-4feb06cdca0e,Social Vulnerability Index (SoVI) -- U.S. (Mississippi),4225a2b9-680a-43b7-90fb-0d631fc6c074
66b3f45c-4737-4616-b664-a9834903c476,Social Vulnerability Index (SoVI) -- U.S. (Minnesota),125b181c-653a-4a27-8a5f-e507c5a7c530
13606bdf-aee1-4b87-8d92-06fed4b6f371,Social Vulnerability Index (SoVI) -- U.S. (Michigan),1e50614a-ec97-4318-812b-588e96bcd157
992737f2-3987-4c1b-9e0b-d608a882d98c,Social Vulnerability Index (SoVI) -- U.S. (Maine),de717628-329c-42bf-83cd-3825dc730c90
25d46155-c6c3-4923-9660-065f2cb0c823,Social Vulnerability Index (SoVI) -- U.S. (Maryland),3c2c587d-31a1-4fbc-a635-62d3bee0bbe7
98126a8c-2cd8-4ba5-861b-9dd0f68cfd17,Social Vulnerability Index (SoVI) -- U.S. (Massachusetts),3de5d4fe-3e6e-4fdb-a21b-f667b42b7300
1d4c6852-e7ca-43d0-ba47-7b9fc7d9656c,Social Vulnerability Index (SoVI) -- U.S. (Louisiana),bd3c2ea6-085c-4722-9444-31bc3244ddb0
36be1f40-06f1-4d3a-8e01-a6e6eb911a23,Social Vulnerability Index (SoVI) -- U.S. (Indiana),06ef7a04-eef3-42a9-8356-f9fb927909ce
402f0b9a-a54d-4722-8797-0b359cafe33d,Social Vulnerability Index (SoVI) -- U.S. (Illinois),17c94214-32ab-44c4-9394-5e8b1f0d5f2b
25d31650-977c-4f0d-9de3-c30806a84cf9,Social Vulnerability Index (SoVI) -- U.S. (Hawaii),07ebce97-c939-454b-b239-f435ae90541d
ce7028c7-7fc0-483e-bd52-756c74e08f35,Social Vulnerability Index (SoVI) -- U.S. (Georgia),ae52c0c9-060f-4fac-9e2d-9eefe6afec08
ed0989cb-2cf1-478f-adab-c1f2bac7b933,Social Vulnerability Index (SoVI) -- U.S. (Florida),9fbec20c-d97c-4c01-9d1a-15a139d97e5a
198f9523-4abd-48c8-b2b5-9d2186a7f82a,Social Vulnerability Index (SoVI) -- U.S. (Delaware),afc90657-7d7b-42dc-a31e-a0f7a8ce8d80
5389a5fc-9c5b-46fa-8307-99577973aec2,Social Vulnerability Index (SoVI) -- U.S. (Connecticut),5246935a-a6e9-4ce4-9fdf-dedd8b2b2168
1ced6a1d-e138-4860-b7bd-7f317a432256,Social Vulnerability Index (SoVI) - California,9ffd4d67-bf2f-4afb-96e8-588ec0f275c0
65a8e4f0-97b3-4430-9407-475b83552675,Social Vulnerability Index (SoVI) -- U.S. (Alaska),d1ac066b-077c-4669-b7bb-aa3c1fdae553
6d20ebb3-2778-482b-be50-7bf771cbb8dd,Social Vulnerability Index (SoVI) -- U.S. (Alabama),6304323e-01a4-4f08-b930-8aa1bda1a0d2
4f43ac80-685c-470a-b164-2e1e4c446bbd,Projected Average Annual Precipitation (2041-2070) Higher Emissions,90ff981d-200e-4010-be0e-b7b00768fa50
729b58ca-5902-4d93-8f4f-012d666d464d,Projected Average Annual Precipitation (2041-2070) Lower Emissions,96de2bbb-1f9e-4303-abc8-4e29cc381f3d
832fdc74-0856-45b6-902c-15985248a114,Average Annual Precipitation (1971-2000),12510410-1eb3-4af0-844f-8a05be50b1c1
ceb1a839-cf20-45fc-94e8-67ac9c7c162b,Projected Change in Average Annual Precipitation (2041-2070) Higher Emissions,ff92eedc-f02e-48c7-9173-97eaa7fd70aa
4354c064-146b-4c3c-8a36-57dec13aa054,Projected Change in Average Annual Precipitation (2041-2070) Lower Emissions,ffe316c8-c059-4ed6-a5c9-bc640afe4d0e
180ec9b6-7f56-4bc2-badc-b272dc77f536,Passenger Intermodal Facility (2014) -- U.S.,29c4061c-ef26-432a-ba96-bc6c78222c2b
9598fc8a-3c54-440a-89e9-0d7331994a02,USGS Land Cover -- U.S. (2001),a5505ccf-70b3-4f26-a1d2-0c4d62f3839f
dfc8f1ac-35bd-4149-851f-4cbe01d50f0f,Risk Areas in Porto Alegre,1a3d8068-7247-4184-baa6-79926c11eebb
e6466246-b9c3-4206-9609-263fb76fa9b7,FHA Freight Intermodal Facility,2e9b99d0-2389-41bd-be3f-8153595a3801
01302512-cd51-4a00-a687-080ddd4c8872,Heating Degree Days - Divisional,6e05863a-061a-418e-9f2f-3e0eaec3f0df
b4dddbf1-4193-4a67-ad67-f0b1b351be45,Cooling Degree Days - Divisional,c98806b9-2db0-4a94-90f1-71ef61d71656
af35bf20-bbcc-423f-8ffa-d6a0fa75d5bb,Precipitation Index - Divisional,8250690e-4817-4fad-b097-db22ffb8a34d
5ba07cb5-801e-41e8-aaa1-5b21ca01b172,Temperature Average -- Regional,2c3b7163-2ff7-4302-873b-9e27f630a0cd
db708ea6-b90e-4718-aff3-8260c7fd2822,Temperature Minimum -- Regional,4c4ad239-3451-494c-aab5-e2e4940bb042
453e9404-5dd4-46a9-addc-fc2d01c6ac33,Temperature Maximum -- Divisional,e1cc6cd9-3239-40c1-8841-ceb3335aa101
d14ec63a-98b4-47a6-b035-f2e744b65135,Temperature Maximum -- U.S. (Divisional),
b73d07ce-1090-4799-b58d-640ed978e0f9,Temperature Maximum -- Regional,a6876287-7afb-4f8c-9788-65d2528e8a23
0ac0c8a0-44d0-4512-ac34-a240a90cc8e5,Hurricane Tracks (Cat 1-2 Hurricanes Large Scale),fa83e8c5-e83f-4488-bd93-7c8d0ba205c1
4f861439-270c-4903-a0d5-5fe3239da039,Hurricane Tracks (Cat 3-5 Hurricanes Large Scale),fe4531e9-b5ea-4861-9309-3393a37f4acd
de9a32c5-51f0-496b-955a-2e9bea203d2f,Hurricane Tracks (Cat 1-2 Hurricanes Small Scale),a5e50799-fbd1-4aca-b3fa-22a6f6fa7aad
f2cc2661-6f4d-4627-92b8-83985d7a3d00,Precipitation Estimation (PERSIANN) -- Global,a65ed98a-6370-4791-bc29-602f1185e349
1e1a66fb-e437-4f2a-a7d2-18252f481278,Monthly Outgoing Longwave Radiation (OLR) -- Global,c53af417-294d-47e8-9ca0-bd6d0c4ac80c
8899978a-cf53-4a05-8339-31a55248270b,Daily Outgoing Longwave Radiation (OLR) -- Global,4a24953a-b84b-45b9-8dd3-37b9b91b5483
d159622b-7928-4689-886e-5c73f90041de,USGS Land Cover,b0fb9eb9-0b72-49bc-b0c8-9a27947e1fc4
4e0581ad-29a7-411f-8f41-e08676169fe4,USGS Land Cover (Canopy) -- U.S. (Hawaii),9e6bb0c2-646e-4a52-90ec-822cc06764a9
5b75afce-c59c-437e-a7bc-91800a2f32ae,USGS Land Cover (Canopy) -- CONUS,588b4128-e349-4532-a389-355ace963c1d
8b566f8b-d792-4ae5-a2e4-f1cea0471a0c,USGS Land Cover (Canopy) -- Puerto Rico,5c39cb8f-bc13-411e-b212-42d856ddbac0
79cffaa8-94be-4813-b18a-805eb680593a,Brightness Temperature (HIRS Channel 12) -- Global,23dc45c4-a1fe-4e31-8f61-9e3de65a0f47
a992e955-7e99-438d-92dd-b9c84ddc7977,USGS Land Cover -- U.S. (Puerto Rico) (2001),e4ead146-c9d5-4a2a-b9ce-cef1108b8bff
9e8c0bd3-731e-4580-bf39-24f7827320d7,USGS Land Cover -- U.S. (Hawaii) (2001),6f338fdd-af74-4e59-b1cd-1460cb3b274c
de00fb8e-630f-4e57-8365-98227c033f01,USGS Land Cover -- U.S. (Alaska) (2001),75534196-8c04-40d8-b0a6-b48dca00ed7a
60db75dc-0f4e-4c5a-b098-09cdf0f04a0d,USGS Land Cover -- U.S. (2006),d267728c-1d03-4cb3-aea8-85df33973ec8
17971059-aeb1-49da-b0a2-4100ede694e8,Reservations -- U.S. (Alaska),03cbbe91-3c9b-443e-8210-b3b547e27cc9
e9f50c72-c3f8-4c9b-8e02-ea8a3e123922,Natural Land Cover (Potentially Restorable Wetlands) -- U.S.,833f35f2-e6a8-41a4-affa-628f2bb28ea0
74b194c9-b9af-406f-bb76-0cd785a31683,Native Villages -- U.S. (Alaska),19e5ddd3-d8ff-421f-8e35-1e712f48b0dd
373e907a-7bc3-4e41-9139-65b2bad7fbb6,USGS Land Cover -- U.S.,647716f5-b7bc-4347-b58c-4896f8f3a284
69f5a823-d89f-4486-981e-c8ea06e4c424,Natural Land Cover (Water Missing) -- U.S.,872c46d7-9753-441e-a541-7514cae00e03
b1369e1b-a968-41b0-a334-98de8d089a3f,Natural Land Cover (Water as Foreground) -- U.S.,ef4b94fe-3804-43c6-9f91-65a83356a68d
1e102ea2-8de0-4050-921b-dec412e81283,Natural Land Cover (Water as Background) -- U.S.,04dce585-e790-4410-9c50-9d0cfd547b61
2f09b2a9-0592-45e7-9d18-5f5102579287, Social Vulnerability Index (SoVI) - Alaska,d04edcbe-a636-4ee4-8740-4bc1a4c8a2f6
16a5ea8b-98ab-4732-bb67-9db0cdfe3d1c,Coastal Energy Facilities -- U.S.,0f6c1472-0c16-4ffb-8313-2468d941f52c
97894005-26f9-4695-bcac-bb80eb28137a,Amtrak Rail Lines -- U.S.,dd05ea9c-06e6-4efa-9d2e-ac7f15e78af0
8dfc5242-232f-40e6-8960-953a57c032a9,Integrated Surface Global Hourly Data Station Location,60eaf89a-2e0c-44b9-b718-a4a777e69c7c
e06ab188-412e-44a2-923b-e7b6c43ca44a,Percentage of winter precipitation captured in peak snowpack,ac7b110d-97e1-48a2-ab96-cd1aa3e8b978
d950f0db-1ece-4cc6-afd9-9c22eeba88a5,Global Surface Summary of the Day (GSOD) Station Location,34c26b6d-3b71-4ac7-98a3-5396221d9a5b
fc53fb51-ef14-4456-a1a4-ab8858b53046,Hourly Global Climate Summaries,3de46aa8-120c-454f-b022-464a236f45ed
2b73a5e4-e704-4815-91d5-6933d0d06537,Aquifers,6aa05828-34fe-49d8-9c7e-40081bc14758
e266838b-c8fc-4b2b-bd21-4c6a4d14bf3e,River Gauge,21b2b0a0-dc70-4d5a-a8f0-7a3d78b983bb
bad0bbda-1772-4547-85f5-851cbb122644,Levee Line,44d122f1-fc5a-414e-9eff-d1ffb4b98888
