lights,Lights,,general,TOPIC
literacy,Literacy,,indicator,TOPIC
lithuania,Lithuania,,eu,GEOGRAPHY
livestock,Livestock,,food,TOPIC
location,Location,,general,TOPIC
logging,Logging,,secondary_sector,TOPIC
low_income,Low Income,,society,TOPIC
luxembourg,Luxembourg,,eu,GEOGRAPHY
macao,Macao,,china,GEOGRAPHY
macedonia,Macedonia,,europe,GEOGRAPHY
madagascar,Madagascar,,africa,GEOGRAPHY
maize,Maize,,crop,TOPIC
malawi,Malawi,,africa,GEOGRAPHY
malaysia,Malaysia,,asia,GEOGRAPHY
maldives,Maldives,,asia,GEOGRAPHY
mali,Mali,,africa,GEOGRAPHY
malnutrition,Malnutrition,,health,TOPIC
malta,Malta,,eu,GEOGRAPHY
mammal,Mammal,,animal,TOPIC
mangrove,Mangrove,,forest,TOPIC
marine_life,Marine life,,ocean,TOPIC
marshall_islands,Marshall Islands,,oceania,GEOGRAPHY
mauritania,Mauritania,,africa,GEOGRAPHY
mauritius,Mauritius,,africa,GEOGRAPHY
mexico,Mexico,,north_america,GEOGRAPHY
micronesia,Micronesia,,oceania,GEOGRAPHY
middle_income,Middle Income,,society,TOPIC
migration,Migration,,general,TOPIC
mitigation,Mitigation,,process,TOPIC
moldova,Moldova,,europe,GEOGRAPHY
monaco,Monaco,,europe,GEOGRAPHY
mongolia,Mongolia,,asia,GEOGRAPHY
monsoon,Monsoon,,precipitation,TOPIC
montenegro,Montenegro,,europe,GEOGRAPHY
monthly,Monthly,,frequency,TOPIC
montserrat,Montserrat,,uk,GEOGRAPHY
morocco,Morocco,,africa,GEOGRAPHY
mortality,Mortality,,health,TOPIC
mozambique,Mozambique,,africa,GEOGRAPHY
myanmar,Myanmar,,asia,GEOGRAPHY
n2o,N2O,['Nitrogeous Oxide'],chemical_compound,TOPIC
namibia,Namibia,,africa,GEOGRAPHY
national_park,National Park,,land,TOPIC
natural_disaster,Natural disaster,,disaster,TOPIC
natural_gas,Natural Gas,,fuel,TOPIC
natural_infrastructure,Natural Infrastructure,,infrastructure,TOPIC
natural_phenomena,Natural phenomena,,general,TOPIC
nauru,Nauru,,oceania,GEOGRAPHY
near_real_time,Near real time,,frequency,TOPIC
nepal,Nepal,,asia,GEOGRAPHY
netherlands,Netherlands,,eu,GEOGRAPHY
new_caledonia,New Caledonia,,france,GEOGRAPHY
new_zealand,New Zealand,,oceania,GEOGRAPHY
nicaragua,Nicaragua,,north_america,GEOGRAPHY
niger,Niger,,africa,GEOGRAPHY
nigeria,Nigeria,,africa,GEOGRAPHY
nitrogen,Nitrogen,,chemical_compound,TOPIC
niue,Niue,,oceania,GEOGRAPHY
non_climate_stressor,Non-Climate Stresor,,trend,TOPIC
nonrenewable_energy,Nonrenewable energy,,energy_production,TOPIC
norfolk_island,Norfolk Island,,australia,GEOGRAPHY
north_america,North America,,continent,GEOGRAPHY
northern_mariana_islands,Northern Mariana Islands,,usa,GEOGRAPHY
norway,Norway,,europe,GEOGRAPHY
nuclear_energy,Nuclear,,energy_production,TOPIC
nutrients,Nutrients,,general,TOPIC
nutrition,Nutrition,,general,TOPIC
o3,O3,['Ozone'],chemical_compound,TOPIC
ocean,Ocean,,surface_water,TOPIC
oceania,Oceania,,continent,GEOGRAPHY
oecd,OECD,['Organisation for Economic Co-operation and Development'],general,GEOGRAPHY
oil,Oil,,fuel,TOPIC
oil_refinery,Oil refinery,,energy_infrastructure,TOPIC
oman,Oman,,asia,GEOGRAPHY
overseas_territory,Overseas Territory,,territory,GEOGRAPHY
pakistan,Pakistan,,asia,GEOGRAPHY
palau,Palau,,oceania,GEOGRAPHY
palestine,Palestine,,asia,GEOGRAPHY
panama,Panama,,north_america,GEOGRAPHY
papua_new_guinea,Papua New Guinea,,oceania,GEOGRAPHY
paraguay,Paraguay,,south_america,GEOGRAPHY
park,Park,,urban,TOPIC
pasture,Pasture,['grazing'],land_use,TOPIC
peru,Peru,,south_america,GEOGRAPHY
petroleoum,Petroleum,,fuel,TOPIC
philippines,Philippines,,asia,GEOGRAPHY
phosphorus,Phosphorus,,chemical_compound,TOPIC
pipelines,Pipelines,,energy_infrastructure,TOPIC
pitcairn_islands,Pitcairn Islands,,oceania,GEOGRAPHY
plant,Plant,,flora,TOPIC
poaching,Poaching,,human_activity,TOPIC
poland,Poland,,eu,GEOGRAPHY
political_stability,Political stability,,governance,TOPIC
pollution,Pollution,,general,TOPIC
population,Population,,general,TOPIC
portugal,Portugal,,eu,GEOGRAPHY
poverty,Poverty,,economic,TOPIC
power_lines,Power Lines,,energy_infrastructure,TOPIC
power_plant,Power plant,,energy_infrastructure,TOPIC
precipitation,Precipitation,['rain','rainfall'],water,TOPIC
primary_sector,Primary sector,,sector,TOPIC
probability,Probability,,general,TOPIC
process,Process,,general,TOPIC
projection,Projection,,general,TOPIC
protected_area,Protected Area,,land,TOPIC
protest,Protest,,event,TOPIC
public_infrastructure,Public infrastructure,,infrastructure,TOPIC
public_service,Public service,,general,TOPIC
public_transportation,Public transportation,,transportation,TOPIC
puerto_rico,Puerto Rico,,north_america,GEOGRAPHY
qatar,Qatar,,asia,GEOGRAPHY
quality,Quality,,general,TOPIC
radiation,Radiation,,energy_hazard,TOPIC
rainfall,Rainfall,,precipitation,TOPIC
raster,Raster,,dataset,DATA_TYPE
reef,Reef,,habitat,TOPIC
refugee,Refugee,,displaced_people,TOPIC
renewable_energy,Renewable,,energy_production,TOPIC
reptile,Reptile,,animal,TOPIC
republic_of_kosovo,Republic of Kosovo,,europe,GEOGRAPHY
reserve,Reserve,,land,TOPIC
resilience,Resilience,,quality,TOPIC
resilience_planning,Resilience Planning,,process,TOPIC
resource,Resource,,asset,TOPIC
natural_resource,Natural resource,,resource,TOPIC
resource_scarcity,Resource scarcity,,resource,TOPIC
response,Response,,general,TOPIC
restoration,Restoration,,human_activity,TOPIC
rice,Rice,,crop,TOPIC
rights,Rights,,society,TOPIC
risk,Risk,,general,TOPIC
risk_assesment,Risk Assesment,,risk,TOPIC
risk_management,Risk Management,,risk,TOPIC
river,River,,surface_water,TOPIC
roads,Roads,,infrastructure,TOPIC
roadless_area,Roadless area,,land,TOPIC
romania,Romania,,eu,GEOGRAPHY
runoff,Runoff,,precipitation,TOPIC
russia,Russia,,asia,GEOGRAPHY
rwanda,Rwanda,,africa,GEOGRAPHY
saint_barthelemy,Saint Barthélemy,,north_america,GEOGRAPHY
saint_helena,Saint Helena,,uk,GEOGRAPHY
saint_kitts_and_nevis,Saint Kitts and Nevis,,north_america,GEOGRAPHY
saint_lucia,Saint Lucia,,north_america,GEOGRAPHY
saint_martin,Saint Martin,,france,GEOGRAPHY
saint_pierre_and_miquelon,Saint Pierre and Miquelon,,france,GEOGRAPHY
saint_vincent_and_the_grenadines,Saint Vincent and the Grenadines,,north_america,GEOGRAPHY
samoa,Samoa,,oceania,GEOGRAPHY
san_marino,San Marino,,europe,GEOGRAPHY
sao_tome_and_principe,São Tomé and Principe,,africa,GEOGRAPHY
saudi_arabia,Saudi Arabia,,africa,GEOGRAPHY
schengen_area,Schengen Area,,europe,GEOGRAPHY
school,School,,public_service,TOPIC
sea,Sea,,surface_water,TOPIC
sea_ice,Sea ice,,sea,TOPIC
sea_level,Sea level,,sea,TOPIC
sea_level_rise,Sea level rise,,sea_level,TOPIC
sea_surface_temperature,Sea surface temperature,,sea,TOPIC
seafood,Seafood,,food_production,TOPIC
seasonality,Seasonality,,frequency,TOPIC
secondary_sector,Secondary sector,,sector,TOPIC
sector,Sector,,general,TOPIC
security,Security,,society,TOPIC
sedimentation,Sedimentation,,process,TOPIC
senegal,Senegal,,africa,GEOGRAPHY
serbia,Serbia,,europe,GEOGRAPHY
sewage,Sewage,,wastewater,TOPIC
seychelles,Seychelles,,africa,GEOGRAPHY
shrimp,Shrimp,,seafood,TOPIC
sierra_leone,Sierra Leone,,africa,GEOGRAPHY
singapore,Singapore,,asia,GEOGRAPHY
sint_marteen,Sint Maarten,,netherlands,GEOGRAPHY
slope,Slope,,general,TOPIC
slovakia,Slovakia,,eu,GEOGRAPHY
slovenia,Slovenia,,eu,GEOGRAPHY
snow,Snow,,frozen_water,TOPIC
snow_cover,Snow cover,,snow,TOPIC
so2,SO2,['Sulfur Dioxide'],chemical_compound,TOPIC
society,Society,['people'],general,TOPIC
solar_energy,Solar energy,,renewable_energy,TOPIC
solomon_islands,Solomon Islands,,oceania,GEOGRAPHY
somalia,Somalia,,africa,GEOGRAPHY
south_africa,South Africa,,africa,GEOGRAPHY
south_america,South America,,continent,GEOGRAPHY
south_georgia_and_the_south_sandwich_islands,South Georgia and the South Sandwich Islands,,uk,GEOGRAPHY
south_korea,South Korea,,asia,GEOGRAPHY
south_sudan,South Sudan,,africa,GEOGRAPHY
soy,Soy,,crop,TOPIC
spain,Spain,,eu,GEOGRAPHY
species,Species,,biodiversity,TOPIC
spill,Spill,,energy_hazard,TOPIC
sri_lanka,Sri Lanka,,asia,GEOGRAPHY
storm,Storm,,natural_phenomena,TOPIC
storm_intensity,Storm intensity,,storm,TOPIC
storm_surge,Storm Surge,,storm,TOPIC
stormwater,Stormwater,,water,TOPIC
sudan,Sudan,,africa,GEOGRAPHY
supply_chain,Supply Chain,,commerce,TOPIC
surface_water,Surface water,,water,TOPIC
suriname,Suriname,,south_america,GEOGRAPHY
sustainable_development,Sustainable Development,,development,TOPIC
swaziland,Swaziland,,africa,GEOGRAPHY
sweden,Sweden,,eu,GEOGRAPHY
switzerland,Switzerland,,europe,GEOGRAPHY
syria,Syria,,asia,GEOGRAPHY
table,Table,,dataset,DATA_TYPE
taiwan,Taiwan,,asia,GEOGRAPHY
tajikistan,Tajikistan,,asia,GEOGRAPHY
tanzania,Tanzania,,africa,GEOGRAPHY
temperate,Temperate,,climate_zone,TOPIC
temperature,Temperature,,climate,TOPIC
temperature_rise,Temperature rise,,temperature,TOPIC
terrestrial,Terrestrial,,general,TOPIC
territory,Territory,,global,GEOGRAPHY
tertiary_sector,Tertiary sector,,sector,TOPIC
thailand,Thailand,,asia,GEOGRAPHY
thermal_expansion,Thermal_Expansion,,temperature,TOPIC
thorium,Thorium,,chemical_compound,TOPIC
timor_lest,Timor-Leste,,asia,GEOGRAPHY
togo,Togo,,africa,GEOGRAPHY
tonga,Tonga,,oceania,GEOGRAPHY
total_suspended_solids,Total suspended solids,,indicator,TOPIC
train,Train,['Rail'],public_transportation,TOPIC
train_station,Train station,,public_infrastructure,TOPIC
transpiration,Transpiration,,process,TOPIC
transportation,Transportation,['Transport'],urban,TOPIC
trend,Trend,,climate_model,TOPIC
trinidad_and_tobago,Trinidad and Tobago,,south_america,GEOGRAPHY
tropical,Tropical,,climate_zone,TOPIC
tsunami,Tsunami,,natural_disaster,TOPIC
tunisia,Tunisia,,africa,GEOGRAPHY
turkey,Turkey,,asia,GEOGRAPHY
turkmenistan,Turkmenistan,,asia,GEOGRAPHY
turks_and_calcos_islands,Turks and Calcos Islands,,uk,GEOGRAPHY
tuvalu,Tuvalu,,oceania,GEOGRAPHY
typhoon,Typhoon,['hurricane'],natural_disaster,TOPIC
uganda,Uganda,,africa,GEOGRAPHY
uk,United Kingdom,,europe,GEOGRAPHY
ukraine,Ukraine,,europe,GEOGRAPHY
un,UN,['United Nations'],general,TOPIC
uncertainty,Uncertainty,,climate_model,TOPIC
unincorporated_territory,Unincorporated Territory,,usa,GEOGRAPHY
united_arab_emirates,United Arab Emirates,,asia,GEOGRAPHY
united_states_minor_outlying_islands,United States Minort Outlying Islands,,usa,GEOGRAPHY
united_states_virgin_islands,United States Virgin Islands,,usa,GEOGRAPHY
urban,Urban,['city','cities'],general,TOPIC
urban_planning,Urban Planning,,urban,TOPIC
urban_expansion,Urban expansion,,urban,TOPIC
urbanization,Urbanization,,urban,TOPIC
uruguay,Uruguay,,south_america,GEOGRAPHY
usa,United States,,north_america,GEOGRAPHY
uzbekistan,Uzbekistan,,asia,GEOGRAPHY
vanuatu,Vanuatu,,oceania,GEOGRAPHY
vatican,Vatican,,europe,GEOGRAPHY
vector,Vector,,dataset,DATA_TYPE
venezuela,Venezuela,,south_america,GEOGRAPHY
vietnam,Vietnam,,asia,GEOGRAPHY
volcano,Volcano,,natural_disaster,TOPIC
vulnerability,Vulnerability,,quality,TOPIC
wallis_and_futuna,Wallis and Futuna,,france,GEOGRAPHY
waste,Waste,,urban,TOPIC
wastewater,Wastewater,,waster,TOPIC
water,Water,,general,TOPIC
water_access,Water access,,water,TOPIC
water_conflict,Water conflict,,water,TOPIC
water_consumption,Water consumption,,water,TOPIC
water_demand,Water demand,,water,TOPIC
water_extent,Water extent,,water,TOPIC
water_pollution,Water pollution,,water,TOPIC
water_quality,Water quality,,water,TOPIC
water_risk,Water risk,,water,TOPIC
water_scarcity,Water scarcity,,water,TOPIC
water_security,Water Security,,water,TOPIC
water_stress,Water stress,,water,TOPIC
water_supply,Water Supply,,water,TOPIC
water_intake,Water intake,,water,TOPIC
watershed,Watershed,,water,TOPIC
wealth,Wealth,,economic,TOPIC
weekly,Weekly,,frequency,TOPIC
western_sahara,Western Sahara,,africa,GEOGRAPHY
wetland,Wetland,,land,TOPIC
wheat,Wheat,,crop,TOPIC
wildfire,Wildfire,,fire,TOPIC
wind,Wind,,natural_phenomena,TOPIC
wind_energy,Wind energy,,renewable_energy,TOPIC
women,Women,,people,TOPIC
yearly,Yearly,,frequency,TOPIC
yemen,Yemen,,asia,GEOGRAPHY
zambia,Zambia,,africa,GEOGRAPHY
zimbabwe,Zimbabwe,,africa,GEOGRAPHY
accessibility,Accessibility,,urban,TOPIC
acidification,Acidification,,process,TOPIC
activity,Activity,,general,TOPIC
adaptation,Adaptation,,process,TOPIC
adaptive_capacity,Adaptive Capacity,,general,TOPIC
afghanistan,Afghanistan,,asia,GEOGRAPHY
africa,Africa,,continent,GEOGRAPHY
agriculture,Agriculture,,primary_sector,TOPIC
air_quality,Air quality,,air,TOPIC
airplane,Airplane,['Plane'],public_transportation,TOPIC
airport,Airport,,public_infrastructure,TOPIC
aland,Aland,,finland,GEOGRAPHY
albania,Albania,,europe,GEOGRAPHY
albedo,Albedo,['reflectance'],general,TOPIC
algeria,Algeria,,africa,GEOGRAPHY
american_samoa,American Samoa,,oceania,GEOGRAPHY
amphibian,Amphibian,,animal,TOPIC
andorra,Andorra,,europe,GEOGRAPHY
angola,Angola,,africa,GEOGRAPHY
anguilla,Anguilla,,north_america,GEOGRAPHY
animal,Animal,,species,TOPIC
annual,Annual,,frequency,TOPIC
antarctica,Antarctica,,continent,GEOGRAPHY
antigua_and_barbuda,Antigua and Barbuda,,north_america,GEOGRAPHY
aquaculture,Aquaculture,,primary_sector,TOPIC
argentina,Argentina,,south_america,GEOGRAPHY
armenia,Armenia,,asia,GEOGRAPHY
aruba,Aruba,,south_america,GEOGRAPHY
